photo,coords,name,type,org,image_path,zone,floors,timestamp,zone_th
https://storage.googleapis.com/traffy_public_bucket/chat-bot-img/thaithealth-photos/1679631121777.jpeg,"[99.033008732868, 10.174765604023]",ห้องน้ำ ด้านหลังฝั่งซ้าย ชั้น 1,ห้องน้ำ,อบต นาสัก,train_clip/1679631121777.jpeg,back-left,1,2023-03-24 04:13:08.345589+00,ด้านหลังฝั่งซ้าย
https://storage.googleapis.com/traffy_public_bucket/chat-bot-img/thaithealth-photos/1679631071104.jpeg,"[99.033008732868, 10.174765604023]",ทางลาด ด้านข้างฝั่งซ้าย ชั้น 1,ทางลาด,อบต นาสัก,train_clip/1679631071104.jpeg,side-left,1,2023-03-24 04:11:16.422727+00,ด้านข้างฝั่งซ้าย
https://storage.googleapis.com/traffy_public_bucket/chat-bot-img/thaithealth-photos/1679630995036.jpeg,"[99.033008732868, 10.174765604023]",ที่จอดรถ ด้านข้างฝั่งซ้าย ชั้น 1,ที่จอดรถ,อบต นาสัก,train_clip/1679630995036.jpeg,side-left,1,2023-03-24 04:10:02.389505+00,ด้านข้างฝั่งซ้าย
https://storage.googleapis.com/traffy_public_bucket/chat-bot-img/thaithealth-photos/1679118846360.jpeg,"[102.05663408024, 14.931199317056]",ที่จอดรถ ด้านหลังฝั่งขวา ชั้น 1,ที่จอดรถ,ปั้ม ปตท.สวัสดิการกองบิน1,train_clip/1679118846360.jpeg,back-right,1,2023-03-18 05:54:15.954993+00,ด้านหลังฝั่งขวา
https://storage.googleapis.com/traffy_public_bucket/chat-bot-img/thaithealth-photos/1678031961507.jpeg,"[100.988105, 13.402317]",ทางลาด ด้านหลัง ชั้น 1,ทางลาด,ปตท.(Jet) บางทราย,train_clip/1678031961507.jpeg,back-mid,1,2023-03-05 15:59:26.693156+00,ด้านหลัง
https://storage.googleapis.com/traffy_public_bucket/chat-bot-img/thaithealth-photos/1677299527538.jpeg,"[100.57238, 13.866228]",ที่จอดรถ ตรงกลาง ชั้น 1,ที่จอดรถ,บางจาก,train_clip/1677299527538.jpeg,center,1,2023-02-25 04:35:25.879232+00,ไม่ระบุ
https://storage.googleapis.com/traffy_public_bucket/chat-bot-img/thaithealth-photos/1675917104098.jpeg,"[100.50179243088, 13.754006474459]",ทางเดิน ติดถนนด้านหน้า ชั้น 5,ทางเดิน,Bangkok City Hall (ศาลาว่าการกรุงเทพมหานคร),train_clip/1675917104098.jpeg,front-mid,5,2023-02-09 04:32:33.990437+00,ติดถนนด้านหน้า
https://storage.googleapis.com/traffy_public_bucket/chat-bot-img/thaithealth-photos/1675917075197.jpeg,"[100.54305, 13.719572]",ห้องน้ำ ตรงกลาง ชั้น 1,ห้องน้ำ,ศูนย์เรียนรู้สุขภาวะ สำนักงานกองทุนสนับสนุนการสร้างเสริมสุขภาพ (สสส.),train_clip/1675917075197.jpeg,center,1,2023-02-09 04:31:25.758725+00,ไม่ระบุ
https://storage.googleapis.com/traffy_public_bucket/chat-bot-img/thaithealth-photos/1675485841757.jpeg,"[99.064833, 9.981953]",ทางลาด ด้านข้างฝั่งขวา ชั้น 2,ทางลาด,หอประชุม ต.วังตะกอ อ. หลังสวน,train_clip/1675485841757.jpeg,side-right,2,2023-02-04 04:44:07.65577+00,ด้านข้างฝั่งขวา
https://storage.googleapis.com/traffy_public_bucket/chat-bot-img/thaithealth-photos/1675326931650.jpeg,"[98.251709, 8.709929]",ทางลาด ด้านหลังฝั่งซ้าย ชั้น 1,ทางลาด,สำนักงานเทศบาลตำบลคึกคัก,train_clip/1675326931650.jpeg,back-left,1,2023-02-02 08:35:38.960516+00,ด้านหลังฝั่งซ้าย
https://storage.googleapis.com/traffy_public_bucket/chat-bot-img/thaithealth-photos/1675155219560.jpeg,"[99.064833, 9.981953]",ศูนย์บริการ ตรงกลาง ชั้น 1,ศูนย์บริการ,หอประชุม ต.วังตะกอ อ. หลังสวน,train_clip/1675155219560.jpeg,center,1,2023-01-31 08:53:48.595768+00,ไม่ระบุ
https://storage.googleapis.com/traffy_public_bucket/chat-bot-img/thaithealth-photos/1675134355053.jpeg,"[99.600885, 8.252021]",ห้องน้ำ ด้านหลังฝั่งขวา ชั้น 1,ห้องน้ำ,เทศบาลนาบอน,train_clip/1675134355053.jpeg,back-right,1,2023-01-31 03:05:59.964093+00,ด้านหลังฝั่งขวา
https://storage.googleapis.com/traffy_public_bucket/chat-bot-img/thaithealth-photos/1675134289695.jpeg,"[99.600885, 8.252021]",ที่จอดรถ ติดถนนด้านหน้า ชั้น 1,ที่จอดรถ,เทศบาลนาบอน,train_clip/1675134289695.jpeg,front-mid,1,2023-01-31 03:04:56.226836+00,ติดถนนด้านหน้า
https://storage.googleapis.com/traffy_public_bucket/chat-bot-img/thaithealth-photos/1675133514904.jpeg,"[99.864455322573, 9.2083739362532]",ห้องน้ำ ด้านหลัง ชั้น 1,ห้องน้ำ,เทศบาลตำบลขนอม,train_clip/1675133514904.jpeg,back-mid,1,2023-01-31 02:51:59.108696+00,ด้านหลัง
https://storage.googleapis.com/traffy_public_bucket/chat-bot-img/thaithealth-photos/1675133455413.jpeg,"[99.864455322573, 9.2083739362532]",ที่จอดรถ ด้านข้างฝั่งซ้าย ชั้น 1,ที่จอดรถ,เทศบาลตำบลขนอม,train_clip/1675133455413.jpeg,side-left,1,2023-01-31 02:51:12.17374+00,ด้านข้างฝั่งซ้าย
https://storage.googleapis.com/traffy_public_bucket/chat-bot-img/thaithealth-photos/1675133334505.jpeg,"[99.864455322573, 9.2083739362532]",ทางลาด ด้านหลังฝั่งขวา ชั้น 1,ทางลาด,เทศบาลตำบลขนอม,train_clip/1675133334505.jpeg,back-right,1,2023-01-31 02:49:49.967286+00,ด้านหลังฝั่งขวา
https://storage.googleapis.com/traffy_public_bucket/chat-bot-img/thaithealth-photos/1675133118047.jpeg,"[99.226417, 7.80769]",ห้องน้ำ ด้านหลังฝั่งซ้าย ชั้น 1,ห้องน้ำ,โรงเรียนบ้านดินนา,train_clip/1675133118047.jpeg,back-left,1,2023-01-31 02:45:27.143869+00,ด้านหลังฝั่งซ้าย
https://storage.googleapis.com/traffy_public_bucket/chat-bot-img/thaithealth-photos/1675133003511.jpeg,"[99.91249, 8.462006]",ทางลาด ด้านข้างฝั่งซ้าย ชั้น 1,ทางลาด,รพสต.นาเคียน,train_clip/1675133003511.jpeg,side-left,1,2023-01-31 02:43:31.585643+00,ด้านข้างฝั่งซ้าย
https://storage.googleapis.com/traffy_public_bucket/chat-bot-img/thaithealth-photos/1675132565430.jpeg,"[98.399351, 7.889986]",ทางลาด ติดถนนด้านหน้า ชั้น 1,ทางลาด,องค์การบริหารส่วนจังหวัดภูเก็ต,train_clip/1675132565430.jpeg,front-mid,1,2023-01-31 02:37:07.796782+00,ติดถนนด้านหน้า
https://storage.googleapis.com/traffy_public_bucket/chat-bot-img/thaithealth-photos/1675132603679.jpeg,"[100.045491, 8.366606]",ห้องน้ำ ด้านหลังฝั่งซ้าย ชั้น 1,ห้องน้ำ,ศูนย์อนามัยที่ ๑๑,train_clip/1675132603679.jpeg,back-left,1,2023-01-31 02:36:51.598437+00,ด้านหลังฝั่งซ้าย
https://storage.googleapis.com/traffy_public_bucket/chat-bot-img/thaithealth-photos/1675132570022.jpeg,"[99.868511, 8.16516]",ห้องน้ำ ด้านหลังฝั่งซ้าย ชั้น 1,ห้องน้ำ,อบต.ร่อนพิบูลย์,train_clip/1675132570022.jpeg,back-left,1,2023-01-31 02:36:31.283841+00,ด้านหลังฝั่งซ้าย
https://storage.googleapis.com/traffy_public_bucket/chat-bot-img/thaithealth-photos/1675132558404.jpeg,"[100.04549124495, 8.3666068520416]",ทางเดิน ติดถนนด้านหน้า ชั้น 3,ทางเดิน,ศูนย์อนามัยที่ ๑๑,train_clip/1675132558404.jpeg,front-mid,3,2023-01-31 02:36:05.86111+00,ติดถนนด้านหน้า
https://storage.googleapis.com/traffy_public_bucket/chat-bot-img/thaithealth-photos/1675132520364.jpeg,"[99.970231061078, 8.5389945049572]",ห้องน้ำ ติดถนนด้านหน้า ชั้น 1,ห้องน้ำ,สำนักงานเทศบาลเมืองปากพูน,train_clip/1675132520364.jpeg,front-mid,1,2023-01-31 02:35:26.298403+00,ติดถนนด้านหน้า
https://storage.googleapis.com/traffy_public_bucket/chat-bot-img/thaithealth-photos/1675132451453.jpeg,"[98.399351, 7.889986]",ทางลาด ด้านหลังฝั่งซ้าย ชั้น 1,ทางลาด,องค์การบริหารส่วนจังหวัดภูเก็ต,train_clip/1675132451453.jpeg,back-left,1,2023-01-31 02:34:24.900312+00,ด้านหลังฝั่งซ้าย
https://storage.googleapis.com/traffy_public_bucket/chat-bot-img/thaithealth-photos/1675132281796.jpeg,"[98.381272, 7.884339]",ทางลาด ติดถนนด้านหน้าฝั่งซ้าย ชั้น 1,ทางลาด,ทัศนีย์คลินิค,train_clip/1675132281796.jpeg,front-left,1,2023-01-31 02:33:18.931316+00,ติดถนนด้านหน้าฝั่งซ้าย
https://storage.googleapis.com/traffy_public_bucket/chat-bot-img/thaithealth-photos/1675132365601.jpeg,"[98.399351, 7.889986]",ทางลาด ติดถนนด้านหน้า ชั้น 1,ทางลาด,องค์การบริหารส่วนจังหวัดภูเก็ต,train_clip/1675132365601.jpeg,front-mid,1,2023-01-31 02:32:51.672784+00,ติดถนนด้านหน้า
https://storage.googleapis.com/traffy_public_bucket/chat-bot-img/thaithealth-photos/1675132330848.jpeg,"[99.048991, 9.8953]",ทางลาด ด้านข้างฝั่งขวา ชั้น 1,ทางลาด,อบต.บ้านควน หลังสวน ชุมพร,train_clip/1675132330848.jpeg,side-right,1,2023-01-31 02:32:23.175106+00,ด้านข้างฝั่งขวา
https://storage.googleapis.com/traffy_public_bucket/chat-bot-img/thaithealth-photos/1675132224023.jpeg,"[98.261893, 8.703428]",ทางลาด ติดถนนด้านหน้าฝั่งซ้าย ชั้น 1,ทางลาด,สำนักงานเทศบาลตำบลคึกคัก,train_clip/1675132224023.jpeg,front-left,1,2023-01-31 02:31:08.308203+00,ติดถนนด้านหน้าฝั่งซ้าย
https://storage.googleapis.com/traffy_public_bucket/chat-bot-img/thaithealth-photos/1675132216525.jpeg,"[102.08134590291, 14.979675889901]",ที่จอดรถ ติดถนนด้านหน้า ชั้น 1,ที่จอดรถ,ปตท.​ (PTT) (ปตท.),train_clip/1675132216525.jpeg,front-mid,1,2023-01-31 02:31:05.507254+00,ติดถนนด้านหน้า
https://storage.googleapis.com/traffy_public_bucket/chat-bot-img/thaithealth-photos/1675132063267.jpeg,"[98.371318, 8.282088]",ห้องน้ำ ด้านข้างฝั่งซ้าย ชั้น 1,ห้องน้ำ,ที่ทำการองค์การบริหารส่วนตำบลท่าอยู่,train_clip/1675132063267.jpeg,side-left,1,2023-01-31 02:28:42.955166+00,ด้านข้างฝั่งซ้าย
https://storage.googleapis.com/traffy_public_bucket/chat-bot-img/thaithealth-photos/1675132088856.jpeg,"[99.852227, 8.174131]",ทางเดิน ตรงกลาง ชั้น 2,ทางเดิน,โรงเรียนมัธยมวีรศิลปิน,train_clip/1675132088856.jpeg,center,2,2023-01-31 02:28:15.754406+00,ไม่ระบุ
https://storage.googleapis.com/traffy_public_bucket/chat-bot-img/thaithealth-photos/1675131970285.jpeg,"[99.23225402832, 10.498109817505]",ทางลาด ด้านหลังฝั่งขวา ชั้น 1,ทางลาด,องค์การบริหารส่วนตำบลนาทุ่ง,train_clip/1675131970285.jpeg,back-right,1,2023-01-31 02:27:39.282562+00,ด้านหลังฝั่งขวา
https://storage.googleapis.com/traffy_public_bucket/chat-bot-img/thaithealth-photos/1675131940339.jpeg,"[99.814196245208, 9.2072746423425]",ทางลาด ติดถนนด้านหน้าฝั่งซ้าย ชั้น 1,ทางลาด,อบต.ควนทอง,train_clip/1675131940339.jpeg,front-left,1,2023-01-31 02:26:54.859432+00,ติดถนนด้านหน้าฝั่งซ้าย
https://storage.googleapis.com/traffy_public_bucket/chat-bot-img/thaithealth-photos/1675131953346.jpeg,"[99.970231061078, 8.5389945049572]",ที่จอดรถ ด้านหลังฝั่งขวา ชั้น 6+,ที่จอดรถ,สำนักงานเทศบาลเมืองปากพูน,train_clip/1675131953346.jpeg,back-right,6+,2023-01-31 02:26:10.822971+00,ด้านหลังฝั่งขวา
https://storage.googleapis.com/traffy_public_bucket/chat-bot-img/thaithealth-photos/1675131476459.jpeg,"[99.970231061078, 8.5389945049572]",ห้องน้ำ ด้านข้างฝั่งขวา ชั้น 2,ห้องน้ำ,สำนักงานเทศบาลเมืองปากพูน,train_clip/1675131476459.jpeg,side-right,2,2023-01-31 02:23:49.198935+00,ด้านข้างฝั่งขวา
https://storage.googleapis.com/traffy_public_bucket/chat-bot-img/thaithealth-photos/1675131619416.jpeg,"[99.249957203865, 10.444576620701]",ลิฟต์ ตรงกลาง ชั้น 1,ลิฟต์,เทศบาลตำบลปากน้ำชุมพร,train_clip/1675131619416.jpeg,center,1,2023-01-31 02:20:56.10786+00,ไม่ระบุ
https://storage.googleapis.com/traffy_public_bucket/chat-bot-img/thaithealth-photos/1675131460600.jpeg,"[99.970231, 8.538994]",ทางเดิน ด้านหลังฝั่งขวา ชั้น 1,ทางเดิน,สำนักงานเทศบาลเมืองปากพูน,train_clip/1675131460600.jpeg,back-right,1,2023-01-31 02:17:48.199234+00,ด้านหลังฝั่งขวา
https://storage.googleapis.com/traffy_public_bucket/chat-bot-img/thaithealth-photos/1674881124786.jpeg,"[100.152715, 13.513849]",ห้องน้ำ ด้านหลัง ชั้น 1,ห้องน้ำ,PTT,train_clip/1674881124786.jpeg,back-mid,1,2023-01-28 04:45:33.750737+00,ด้านหลัง
https://storage.googleapis.com/traffy_public_bucket/chat-bot-img/thaithealth-photos/1673856752457.jpeg,"[100.57344890949, 13.778466529286]",ทางเดิน ติดถนนด้านหน้า ชั้น 1,ทางเดิน,ศาลพระพิฆเนศ,train_clip/1673856752457.jpeg,front-mid,1,2023-01-16 08:12:42.881704+00,ติดถนนด้านหน้า
https://storage.googleapis.com/traffy_public_bucket/chat-bot-img/thaithealth-photos/1673856752457.jpeg,"[100.57344890949, 13.778466529286]",ทางเดิน ติดถนนด้านหน้า ชั้น 1,ทางเดิน,ศาลพระพิฆเนศ,train_clip/1673856752457.jpeg,front-mid,1,2023-01-16 08:12:40.610433+00,ติดถนนด้านหน้า
https://storage.googleapis.com/traffy_public_bucket/chat-bot-img/thaithealth-photos/1672978729978.jpeg,"[100.59469811618, 14.066196197161]",ทางลาด ด้านข้างฝั่งขวา ชั้น 1,ทางลาด,Wat Bangna Nok (วัดบางนานอก),train_clip/1672978729978.jpeg,side-right,1,2023-01-06 04:19:03.946273+00,ด้านข้างฝั่งขวา
